,2B,3B,HR,H,PA,BB,HBP,SF,G,AB,R,TB,RBI,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,SAC,XBH,GDP,GO,AO,GOAO,NP,score,result
5349,3,9,43,258,330,84,26,8,5,330,91,408,17,127,7,5,0.782,0.81,1.236,2.046,28,1,55,23,171,65,2.631,1706,3.4585842284293205,2
5335,58,10,8,124,204,103,1,7,162,204,92,226,14,33,32,10,0.608,0.723,1.108,1.831,26,7,76,3,43,217,0.198,2249,3.46282161851029,2
5336,6,3,29,179,283,89,29,2,107,283,96,278,88,75,31,6,0.633,0.717,0.982,1.699,8,3,38,4,25,44,0.568,1711,3.462698168517596,2
5337,46,5,45,144,479,13,20,9,127,479,110,335,47,189,11,7,0.301,0.313,0.699,1.012,10,9,96,1,174,122,1.426,2776,3.4624892491999946,2
5338,7,17,38,212,511,55,29,0,47,511,18,367,54,141,1,6,0.415,0.472,0.718,1.19,16,10,62,16,0,81,0.0,2777,3.4622028998610843,2
5339,4,18,35,244,319,1,24,4,63,319,80,389,74,101,32,5,0.765,0.756,1.219,1.975,5,1,57,24,48,118,0.407,1468,3.4611660502925203,2
5340,27,15,37,187,478,40,34,13,5,478,63,355,60,58,44,4,0.391,0.427,0.743,1.17,23,4,79,17,136,161,0.845,3004,3.460903243214803,2
5350,49,19,22,111,731,25,1,3,136,731,15,264,64,129,39,10,0.152,0.179,0.361,0.54,18,12,90,8,175,133,1.316,1891,3.4579262344769535,2
5341,18,6,47,139,490,7,13,2,106,490,85,310,125,140,50,0,0.284,0.293,0.633,0.926,15,1,71,2,64,160,0.4,1272,3.4608996481649767,2
5343,52,1,30,190,711,99,26,11,43,711,70,334,8,151,47,4,0.267,0.352,0.47,0.822,21,9,83,7,71,163,0.436,3004,3.460502845119884,2
5344,50,8,35,106,460,45,38,12,128,460,82,277,47,101,43,9,0.23,0.292,0.602,0.894,25,15,93,12,165,145,1.138,1316,3.460028922088595,2
5345,25,11,31,198,541,27,11,9,7,541,59,338,115,110,49,6,0.366,0.39,0.625,1.015,24,3,67,8,52,156,0.333,1935,3.459523905191347,2
5346,33,3,44,154,630,82,26,10,44,630,3,325,81,144,8,2,0.244,0.327,0.516,0.843,25,9,80,29,146,174,0.839,629,3.4591457744697642,2
5347,16,9,24,253,668,19,29,8,60,668,19,359,115,114,37,2,0.379,0.391,0.537,0.928,17,9,49,6,120,108,1.111,1366,3.459122119295798,2
5348,32,8,43,223,481,6,28,6,11,481,67,400,92,138,18,8,0.464,0.465,0.832,1.297,19,0,83,7,195,22,8.864,1025,3.458865808862977,2
5342,12,4,39,141,568,119,12,9,139,568,86,278,5,95,35,8,0.248,0.374,0.489,0.863,26,7,55,8,96,126,0.762,615,3.4608302923513357,2
4253,28,8,17,255,506,44,0,4,22,506,102,350,111,48,30,1,0.504,0.54,0.692,1.232,23,2,53,3,191,173,1.104,1639,3.6535559257166055,2
5145,27,5,60,145,146,26,2,9,59,146,91,362,101,194,17,0,0.993,0.945,2.479,3.424,26,7,92,2,40,65,0.615,1639,3.4978758885871164,2
5143,41,6,6,199,717,85,4,2,62,717,128,270,46,141,28,10,0.278,0.353,0.377,0.73,11,12,53,29,100,68,1.471,463,3.4985882264438914,2
4950,21,6,27,253,411,29,38,13,155,411,69,367,54,56,7,4,0.616,0.623,0.893,1.516,2,3,54,0,50,168,0.298,1027,3.534968780724911,2
4949,17,12,35,221,556,54,32,10,159,556,22,367,13,9,39,8,0.397,0.444,0.66,1.104,8,10,64,25,138,149,0.926,1415,3.5351813849362625,2
4948,25,15,3,165,493,70,10,2,7,493,135,229,115,84,49,3,0.335,0.416,0.465,0.881,11,8,43,5,14,148,0.095,537,3.535212573791706,2
4947,13,17,28,145,403,109,26,1,161,403,5,276,21,27,46,2,0.36,0.495,0.685,1.18,6,3,58,15,23,199,0.116,365,3.535221495035053,2
4946,1,8,49,195,520,27,9,3,9,520,136,359,105,20,48,6,0.375,0.404,0.69,1.094,10,1,58,17,49,91,0.538,382,3.5353651634271706,2
4945,11,18,23,221,516,27,5,1,82,516,43,337,93,53,39,8,0.428,0.456,0.653,1.109,13,2,52,30,138,122,1.131,643,3.5355509595943855,2
4944,45,9,16,149,460,63,32,6,75,460,56,260,105,60,26,5,0.324,0.401,0.565,0.966,27,0,70,13,99,191,0.518,2170,3.535565649383868,2
4943,14,2,56,86,353,69,39,9,52,353,145,272,102,18,19,5,0.244,0.36,0.771,1.131,19,5,72,14,132,39,3.385,613,3.5357215240841793,2
4942,22,15,7,50,674,110,36,14,15,674,135,123,116,137,2,3,0.074,0.201,0.182,0.383,14,10,44,25,107,21,5.095,3295,3.535929820809848,2
4941,39,6,46,220,258,87,33,10,29,258,38,409,18,58,35,5,0.853,0.865,1.585,2.45,23,1,91,20,94,125,0.752,157,3.536184055768281,2
4940,50,13,12,148,189,64,13,13,154,189,98,260,38,133,28,4,0.783,0.797,1.376,2.173,28,15,75,23,11,165,0.067,487,3.5367361560555293,2
4939,50,14,27,161,225,45,24,0,146,225,60,320,33,38,32,2,0.716,0.763,1.422,2.185,9,5,91,26,186,78,2.385,1429,3.5369306079192877,2
4938,4,5,31,184,272,67,25,9,132,272,88,291,99,35,28,4,0.676,0.721,1.07,1.791,2,6,40,1,194,175,1.109,1812,3.5369857708267016,2
4937,16,8,17,192,307,120,29,1,42,307,134,275,48,142,17,3,0.625,0.729,0.896,1.625,10,15,41,13,61,101,0.604,43,3.5371053999296103,2
4936,48,7,46,122,182,13,6,13,125,182,48,322,112,126,41,8,0.67,0.649,1.769,2.418,30,8,101,21,37,182,0.203,1806,3.5372647547046148,2
4935,49,2,51,102,627,81,12,7,75,627,81,308,38,158,17,7,0.163,0.256,0.491,0.747,7,14,102,22,68,33,2.061,1699,3.5372692346996835,2
4933,32,19,25,185,211,54,20,8,47,211,87,330,45,169,46,7,0.877,0.875,1.564,2.439,13,3,76,29,60,31,1.935,1496,3.53747090470454,2
4919,60,20,22,160,369,70,13,14,31,369,49,326,12,9,35,10,0.434,0.508,0.883,1.391,12,0,102,17,144,167,0.862,761,3.539812858696238,2
4920,34,15,16,67,235,47,20,12,133,235,102,179,128,43,10,10,0.285,0.388,0.762,1.15,25,2,65,5,32,193,0.166,545,3.5397453124185136,2
4921,41,8,19,152,524,116,31,1,48,524,62,266,53,191,46,3,0.29,0.418,0.508,0.926,11,6,68,13,123,3,41.0,2603,3.5390956871387718,2
4922,57,16,24,199,441,20,10,8,57,441,113,360,20,12,39,2,0.451,0.467,0.816,1.283,4,5,97,1,86,145,0.593,2722,3.538812264351299,2
4923,10,11,34,107,617,101,27,10,108,617,124,241,27,159,30,1,0.173,0.286,0.391,0.677,26,15,55,21,165,43,3.837,2991,3.538514217526076,2
4924,43,3,57,211,270,57,16,5,119,270,3,431,22,176,49,0,0.781,0.807,1.596,2.403,9,5,103,0,162,126,1.286,463,3.538437153632799,2
4951,47,5,20,149,287,38,30,9,158,287,26,266,130,135,41,7,0.519,0.56,0.927,1.487,30,9,72,5,157,60,2.617,1163,3.5348971333190278,2
4925,39,6,59,152,406,63,34,1,67,406,89,380,10,123,36,3,0.374,0.457,0.936,1.393,18,6,104,0,69,114,0.605,2191,3.5382246825793082,2
4927,54,13,26,158,430,15,32,8,140,430,65,316,54,119,8,4,0.367,0.382,0.735,1.117,0,1,93,20,38,39,0.974,494,3.538080617959112,2
4928,18,6,33,93,608,112,23,14,85,608,85,222,74,36,45,4,0.153,0.279,0.365,0.644,1,9,57,4,40,219,0.183,1677,3.537999333629772,2
4929,27,8,52,162,340,47,12,6,4,340,119,361,72,9,1,4,0.476,0.532,1.062,1.594,27,2,87,0,178,33,5.394,3269,3.537975271845742,2
4930,17,12,31,174,226,31,24,13,154,226,86,308,76,126,41,6,0.77,0.759,1.363,2.122,22,8,60,30,37,92,0.402,2907,3.5377944769861926,2
4931,56,7,30,115,560,92,40,5,57,560,128,275,12,115,18,10,0.205,0.315,0.491,0.806,11,7,93,26,72,18,4.0,2030,3.5377909833291286,2
4932,27,13,28,176,273,39,15,2,92,273,69,313,94,82,25,0,0.645,0.685,1.147,1.832,18,1,68,29,25,21,1.19,300,3.537759296947472,2
4926,22,4,25,231,334,7,20,1,133,334,121,336,111,109,28,10,0.692,0.696,1.006,1.702,17,6,51,5,96,202,0.475,518,3.5381356381914792,2
4952,60,0,56,201,632,13,25,5,67,632,89,429,26,196,18,4,0.318,0.329,0.679,1.008,16,11,116,22,199,107,1.86,2372,3.534641073259534,2
4953,43,1,37,179,430,7,39,14,16,430,138,335,129,0,16,1,0.416,0.412,0.779,1.191,29,11,81,13,8,65,0.123,365,3.5344133163758626,2
4954,30,3,51,123,578,112,38,13,54,578,79,312,19,62,44,3,0.213,0.334,0.54,0.874,26,0,84,14,102,204,0.5,2262,3.534316342873718,2
4974,38,10,40,122,565,6,29,14,104,565,127,300,72,19,42,1,0.216,0.219,0.531,0.75,20,3,88,25,57,130,0.438,949,3.5303499973642403,2
4976,2,7,38,254,430,84,32,7,108,430,47,384,23,134,47,2,0.591,0.649,0.893,1.542,24,5,47,18,68,212,0.321,552,3.529870164235382,2
4977,33,6,38,190,645,29,27,11,85,645,137,349,34,28,36,8,0.295,0.32,0.541,0.861,0,8,77,9,96,152,0.632,85,3.529867450998094,2
4978,4,6,33,253,477,4,14,13,143,477,83,368,97,74,19,8,0.53,0.52,0.771,1.291,18,7,43,20,92,195,0.472,2492,3.529803927992107,2
4979,33,13,14,231,441,61,15,11,46,441,133,332,25,107,40,0,0.524,0.569,0.753,1.322,23,11,60,9,162,93,1.742,2503,3.529427001892771,2
4980,15,1,59,184,220,6,10,9,156,220,102,378,89,57,25,0,0.836,0.809,1.718,2.527,7,9,75,30,36,177,0.203,2213,3.5292064830518726,2
4973,41,5,30,216,260,5,28,4,112,260,147,357,68,189,20,1,0.831,0.822,1.373,2.195,28,12,76,30,41,10,4.1,1297,3.53047776474395,2
4981,55,1,43,170,218,81,17,13,39,218,47,356,64,190,48,6,0.78,0.804,1.633,2.437,7,7,99,29,138,26,5.308,2147,3.529003471408522,2
4983,11,19,3,232,482,79,28,1,108,482,71,290,37,161,21,6,0.481,0.553,0.602,1.155,18,3,33,14,177,200,0.885,631,3.528809812365642,2
4984,45,2,25,242,466,12,35,5,4,466,142,366,106,156,33,8,0.519,0.526,0.785,1.311,21,6,72,2,64,62,1.032,1771,3.5287552357461163,2
4985,24,8,1,204,383,115,5,10,106,383,106,247,50,104,50,5,0.533,0.628,0.645,1.273,23,4,33,16,110,41,2.683,2469,3.528685161038819,2
4986,19,20,42,134,660,14,29,12,6,660,138,319,60,27,46,0,0.203,0.216,0.483,0.699,2,0,81,3,167,63,2.651,1616,3.5283685549526314,2
4987,13,5,46,148,579,110,11,0,37,579,9,309,93,191,29,0,0.256,0.374,0.534,0.908,6,0,64,22,161,82,1.963,2984,3.5281143985361925,2
4988,57,14,18,171,569,54,1,13,1,569,22,310,93,184,8,4,0.301,0.354,0.545,0.899,20,9,89,26,146,60,2.433,3173,3.528014702504547,2
4982,18,16,12,232,247,72,16,7,95,247,113,318,26,101,23,6,0.939,0.933,1.287,2.22,18,9,46,8,48,44,1.091,1901,3.528968447022484,2
4918,24,20,28,79,428,97,34,14,75,428,144,227,4,58,42,4,0.185,0.327,0.53,0.857,6,14,72,8,77,53,1.453,2379,3.5398230262846626,2
4972,43,11,18,95,680,91,15,8,111,680,107,214,37,125,13,8,0.14,0.239,0.315,0.554,25,3,72,18,144,129,1.116,1837,3.530559759053868,2
4970,58,5,49,172,414,23,30,3,116,414,23,387,52,196,42,6,0.415,0.443,0.935,1.378,3,6,112,24,200,131,1.527,472,3.5312072940673866,2
4955,7,8,52,123,750,77,35,13,2,750,63,302,94,118,22,0,0.164,0.238,0.403,0.641,28,12,67,25,113,115,0.983,1336,3.534312157510298,2
4956,27,19,28,235,375,40,0,14,42,375,94,384,15,105,4,2,0.627,0.641,1.024,1.665,19,10,74,9,157,178,0.882,682,3.5343031280573105,2
4957,48,13,2,225,515,48,38,8,34,515,85,305,75,133,44,10,0.437,0.478,0.592,1.07,26,14,63,17,85,123,0.691,260,3.534123255120715,2
4958,1,6,53,155,316,75,30,14,2,316,113,327,96,103,32,8,0.491,0.568,1.035,1.603,3,10,60,19,26,213,0.122,347,3.5339759881669317,2
4959,11,2,48,207,575,103,18,6,90,575,70,366,12,92,28,10,0.36,0.453,0.637,1.09,2,9,61,15,191,124,1.54,45,3.5335151208050743,2
4960,21,4,59,136,665,55,0,15,34,665,106,342,64,105,8,10,0.205,0.26,0.514,0.774,28,8,84,11,157,186,0.844,1915,3.53313040067315,2
4971,41,19,55,143,492,24,10,9,60,492,65,387,3,173,25,4,0.291,0.318,0.787,1.105,26,2,115,19,157,196,0.801,2505,3.5309249500305517,2
4961,22,8,21,217,415,74,28,10,151,415,16,318,61,86,9,1,0.523,0.583,0.766,1.349,7,12,51,22,62,46,1.348,1460,3.5329483230360115,2
4963,49,6,52,123,207,118,20,14,95,207,11,340,1,154,6,7,0.594,0.711,1.643,2.354,10,2,107,7,160,55,2.909,759,3.532803796060004,2
4965,51,12,29,126,489,63,22,13,40,489,63,288,68,196,45,2,0.258,0.335,0.589,0.924,8,14,92,1,68,139,0.489,2721,3.5326743760084085,2
4966,7,1,26,234,540,85,27,9,80,540,29,321,112,97,2,2,0.433,0.503,0.594,1.097,25,3,34,20,67,61,1.098,1852,3.5323539546630345,2
4967,35,18,2,63,673,98,37,13,100,673,43,140,100,164,6,4,0.094,0.205,0.208,0.413,2,12,55,7,134,181,0.74,1090,3.5322693174390905,2
4968,25,0,60,132,150,36,16,1,107,150,112,337,103,55,50,7,0.88,0.898,2.247,3.145,29,15,85,27,147,143,1.028,1985,3.5320845169465858,2
4969,29,15,25,201,478,45,22,9,95,478,140,335,1,179,49,7,0.421,0.462,0.701,1.163,19,8,69,9,94,179,0.525,3176,3.53125436211471,2
4962,31,6,13,227,432,91,24,6,92,432,132,309,19,132,46,9,0.525,0.601,0.715,1.316,15,7,50,6,24,4,6.0,2450,3.532811797833171,2
4989,29,6,32,224,549,75,20,5,73,549,110,361,8,139,4,9,0.408,0.475,0.658,1.133,25,1,67,4,51,151,0.338,206,3.527905824501816,2
4917,53,4,37,198,482,37,20,3,108,482,130,370,8,69,7,3,0.411,0.45,0.768,1.218,2,8,94,5,195,110,1.773,1600,3.5402210474409994,2
4915,33,17,8,247,444,87,26,7,37,444,90,338,3,195,18,4,0.556,0.621,0.761,1.382,12,14,58,11,178,81,2.198,1692,3.5403790675585736,2
4878,57,0,40,128,539,43,27,14,13,539,122,305,102,95,2,1,0.237,0.287,0.566,0.853,20,1,97,25,42,6,7.0,914,3.5455382128201607,2
4877,10,20,4,200,481,114,35,11,68,481,111,262,5,55,41,3,0.416,0.518,0.545,1.063,22,14,34,7,136,80,1.7,2308,3.5455755267642814,2
4876,37,3,28,167,620,76,17,10,125,620,51,294,64,98,44,3,0.269,0.344,0.474,0.818,21,12,68,13,124,211,0.588,3151,3.5460169193849804,2
4874,26,2,52,225,527,50,6,10,14,527,37,411,88,48,9,4,0.427,0.468,0.78,1.248,2,5,80,24,180,216,0.833,2607,3.5463120920719007,2
4873,26,5,31,186,449,53,2,0,40,449,86,315,122,101,28,4,0.414,0.476,0.702,1.178,27,14,62,20,12,16,0.75,2713,3.546531255678147,2
4872,29,13,0,154,565,74,36,5,104,565,76,209,104,189,47,3,0.273,0.354,0.37,0.724,15,0,42,15,100,195,0.513,2253,3.5466134050761218,2
4871,15,20,26,173,405,103,2,13,12,405,118,306,6,5,16,6,0.427,0.53,0.756,1.286,30,1,61,8,146,180,0.811,1436,3.5471919737229203,2
4870,56,0,2,219,323,91,0,6,81,323,35,281,118,65,2,9,0.678,0.738,0.87,1.608,16,13,58,14,100,139,0.719,511,3.547280474537706,2
4868,51,5,14,178,645,65,23,0,133,645,22,281,84,42,8,1,0.276,0.342,0.436,0.778,30,4,70,10,39,124,0.315,1829,3.5474067076259668,2
4867,21,6,38,172,185,103,6,15,67,185,60,319,65,86,46,2,0.93,0.908,1.724,2.632,4,11,65,17,122,170,0.718,1877,3.5479073132772223,2
4866,21,15,49,247,283,16,8,10,124,283,15,445,25,177,26,4,0.873,0.851,1.572,2.423,29,1,85,16,179,107,1.673,336,3.5479720114740636,2
4865,11,20,42,129,277,43,26,8,62,277,31,306,104,76,36,1,0.466,0.524,1.105,1.629,5,14,73,5,11,94,0.117,1351,3.5480854432298856,2
4864,35,0,41,82,382,79,24,0,146,382,63,240,112,49,21,3,0.215,0.349,0.628,0.977,1,14,76,20,143,75,1.907,2206,3.5483659801910967,2
4863,39,2,38,209,349,93,35,1,30,349,32,366,67,11,6,0,0.599,0.682,1.049,1.731,6,14,79,30,78,92,0.848,1351,3.548543909682541,2
4862,43,5,23,208,237,42,11,2,77,237,109,330,91,126,11,4,0.878,0.89,1.392,2.282,17,11,71,18,199,143,1.392,394,3.548902323762795,2
4861,15,10,53,99,472,57,31,12,120,472,42,293,81,40,46,6,0.21,0.288,0.621,0.909,3,2,78,27,3,200,0.015,2680,3.5492531408225068,2
4860,33,13,32,145,384,34,34,6,105,384,139,300,45,136,0,2,0.378,0.422,0.781,1.203,26,0,78,14,51,211,0.242,1119,3.5493025265539595,2
4845,41,20,10,91,136,79,5,7,15,136,130,202,104,71,30,0,0.669,0.766,1.485,2.251,9,14,71,10,81,47,1.723,1097,3.5529725270595542,2
4846,44,2,33,245,618,17,18,13,156,618,32,392,54,105,1,4,0.396,0.404,0.634,1.038,3,11,79,24,71,30,2.367,2603,3.5529461302596794,2
4847,41,12,21,225,366,101,19,7,12,366,87,353,6,199,14,10,0.615,0.688,0.964,1.652,30,0,74,10,73,27,2.704,2755,3.552924187126107,2
4849,14,15,26,258,370,16,3,5,24,370,88,380,100,157,0,9,0.697,0.701,1.027,1.728,16,12,55,11,183,139,1.317,2437,3.55150068657897,2
4850,39,8,12,122,435,114,12,1,77,435,83,213,85,150,40,7,0.28,0.429,0.49,0.919,18,10,59,10,59,109,0.541,846,3.5511032630362647,2
4851,43,1,44,95,531,65,0,3,80,531,60,272,120,152,17,4,0.179,0.267,0.512,0.779,5,4,88,21,10,159,0.063,1515,3.5509616625515354,2
4879,33,14,19,184,681,82,38,5,145,681,15,302,13,23,35,6,0.27,0.346,0.443,0.789,12,11,66,26,112,22,5.091,333,3.5455133130513974,2
4852,43,11,30,207,660,33,25,13,120,660,82,362,4,158,26,6,0.314,0.34,0.548,0.888,29,13,84,17,23,137,0.168,1758,3.5507204628632847,2
4854,15,8,23,252,439,96,5,8,67,439,76,352,33,73,44,0,0.574,0.641,0.802,1.443,12,14,46,13,86,103,0.835,701,3.550184682864693,2
4855,38,3,45,152,432,43,14,8,133,432,5,331,104,22,40,3,0.352,0.404,0.766,1.17,26,9,86,27,185,220,0.841,1576,3.5500843256704178,2
4856,49,0,38,189,198,111,8,6,106,198,18,352,36,117,4,6,0.955,0.952,1.778,2.73,10,7,87,3,139,209,0.665,757,3.549841980734692,2
4857,47,3,19,199,447,45,9,13,91,447,138,309,67,170,35,3,0.445,0.483,0.691,1.174,6,12,69,10,176,179,0.983,1859,3.5497000814572472,2
4858,43,12,48,197,459,10,6,3,48,459,116,408,26,80,43,7,0.429,0.439,0.889,1.328,14,3,103,0,89,217,0.41,2961,3.549699092331202,2
4859,45,4,42,171,685,34,38,11,38,685,90,350,69,133,42,8,0.25,0.281,0.511,0.792,12,7,91,28,140,151,0.927,1616,3.5494965074245632,2
4853,15,4,23,47,468,106,32,1,147,468,127,139,121,134,37,4,0.1,0.266,0.297,0.563,13,7,42,9,137,102,1.343,2277,3.550392862834869,2
4880,42,17,11,111,296,90,16,14,64,296,143,220,40,119,38,9,0.375,0.502,0.743,1.245,4,3,70,4,131,12,10.917,1703,3.5454833078010592,2
4881,9,7,17,241,400,108,9,9,19,400,20,315,114,49,28,1,0.603,0.675,0.787,1.462,23,13,33,9,11,61,0.18,1385,3.545314564674259,2
4882,18,11,52,190,201,22,35,3,74,201,59,386,85,82,30,6,0.945,0.938,1.92,2.858,8,3,81,13,58,131,0.443,2213,3.545261834337748,2
4901,46,11,49,200,329,48,34,13,27,329,58,415,14,45,41,8,0.608,0.636,1.261,1.897,2,12,106,20,137,80,1.712,1464,3.5424617547078605,2
4902,44,2,7,182,748,31,17,8,155,748,123,251,95,135,0,9,0.243,0.271,0.336,0.607,3,5,53,22,53,75,0.707,2329,3.5422984880824258,2
4903,42,9,50,140,415,48,3,15,41,415,12,350,91,105,35,5,0.337,0.393,0.843,1.236,2,12,101,23,46,14,3.286,2789,3.542194984025205,2
4904,47,5,47,210,678,18,20,4,83,678,115,408,8,169,0,7,0.31,0.326,0.602,0.928,14,6,99,28,71,16,4.438,3199,3.542101982648783,2
4905,46,0,58,192,282,58,23,0,139,282,26,412,23,127,45,3,0.681,0.735,1.461,2.196,8,7,104,25,199,179,1.112,3113,3.541986263649784,2
4906,33,11,35,140,367,90,39,5,85,367,78,300,27,115,21,9,0.381,0.498,0.817,1.315,30,10,79,18,117,110,1.064,1694,3.5417922401382844,2
4900,49,1,38,145,600,72,20,5,30,600,150,310,46,105,48,6,0.242,0.321,0.517,0.838,5,0,88,15,184,141,1.305,7,3.542781938864345,2
4907,17,0,60,133,281,57,22,14,60,281,105,330,103,139,38,1,0.473,0.54,1.174,1.714,20,6,77,5,77,92,0.837,692,3.5417833099204454,2
4909,14,20,28,173,480,9,26,2,151,480,11,311,100,127,44,1,0.36,0.371,0.648,1.019,3,2,62,15,123,121,1.017,2369,3.541709519526885,2
4910,3,18,11,203,354,66,30,2,109,354,132,275,49,62,47,8,0.573,0.637,0.777,1.414,12,5,32,29,135,202,0.668,98,3.541491983822278,2
4911,32,4,10,187,437,53,12,6,152,437,96,257,105,94,5,6,0.428,0.484,0.588,1.072,0,13,46,11,47,151,0.311,1603,3.5410431009963457,2
4912,42,15,13,121,438,26,18,2,158,438,139,232,68,180,13,3,0.276,0.315,0.53,0.845,3,3,70,29,116,98,1.184,1278,3.5406807184964744,2
4913,33,18,34,124,209,58,15,0,36,209,26,295,109,10,12,8,0.593,0.682,1.411,2.093,16,12,85,2,194,159,1.22,3071,3.5405356989912917,2
4914,57,16,3,210,292,18,26,8,156,292,49,308,62,129,36,4,0.719,0.717,1.055,1.772,12,12,76,6,7,5,1.4,107,3.5405027764911265,2
4908,33,19,10,159,524,72,22,11,5,524,18,260,116,7,25,1,0.303,0.381,0.496,0.877,22,5,62,12,53,99,0.535,2225,3.5417100903536562,2
4916,31,8,16,237,723,64,25,2,126,723,88,332,15,198,36,4,0.328,0.381,0.459,0.84,22,9,55,27,43,111,0.387,2462,3.540344763224897,2
4899,17,10,56,191,670,57,3,4,1,670,147,396,2,85,36,8,0.285,0.339,0.591,0.93,10,7,83,18,53,21,2.524,822,3.542858475153293,2
4897,46,3,51,161,544,10,26,7,116,544,67,366,72,4,47,0,0.296,0.305,0.673,0.978,22,5,100,17,74,193,0.383,1892,3.543477093586616,2
4883,10,12,45,154,489,95,9,11,42,489,36,323,59,25,47,5,0.315,0.418,0.661,1.079,4,5,67,26,79,28,2.821,2685,3.545100813521553,2
4884,6,18,42,248,361,26,7,5,91,361,106,416,4,198,42,9,0.687,0.699,1.152,1.851,24,13,66,12,90,15,6.0,2562,3.5450626996213295,2
4885,22,19,49,118,476,74,29,15,1,476,113,325,10,184,6,7,0.248,0.34,0.683,1.023,11,11,90,0,174,134,1.299,1684,3.545021123700675,2
4886,22,12,29,130,448,118,37,3,24,448,102,263,44,149,48,10,0.29,0.436,0.587,1.023,15,11,63,18,143,194,0.737,9,3.54497812706561,2
4887,49,7,26,251,734,14,31,2,66,734,105,392,33,74,44,8,0.342,0.353,0.534,0.887,5,9,82,3,18,37,0.486,516,3.5449235561092696,2
4888,22,0,12,191,413,80,32,14,115,413,91,249,121,185,19,3,0.462,0.535,0.603,1.138,18,11,34,30,142,220,0.645,2794,3.544570322121505,2
4898,16,9,52,130,146,92,36,0,91,146,101,320,32,74,35,8,0.89,0.933,2.192,3.125,9,3,77,20,181,147,1.231,63,3.543279335068723,2
4889,16,12,24,218,472,72,29,15,8,472,21,330,106,121,0,3,0.462,0.519,0.699,1.218,5,13,52,18,155,47,3.298,2514,3.544385166999671,2
4891,48,4,0,191,671,117,8,0,75,671,114,247,40,104,50,4,0.285,0.391,0.368,0.759,12,12,52,22,183,206,0.888,2870,3.544182235667394,2
4892,2,15,38,191,616,68,28,15,152,616,32,337,12,37,13,9,0.31,0.371,0.547,0.918,2,5,55,14,141,116,1.216,1670,3.5440714975335723,2
4893,26,15,13,159,535,64,21,4,56,535,48,254,116,81,25,10,0.297,0.37,0.475,0.845,20,4,54,13,176,131,1.344,2208,3.5440652129764385,2
4894,10,20,34,97,237,101,36,10,66,237,74,249,53,99,40,7,0.409,0.569,1.051,1.62,8,8,64,24,143,21,6.81,3062,3.544013635976414,2
4895,23,1,22,240,720,85,38,13,75,720,43,331,70,60,46,1,0.333,0.397,0.46,0.857,2,9,46,26,153,192,0.797,1918,3.5439013924818292,2
4896,36,9,14,243,378,54,23,7,1,378,82,339,101,163,3,10,0.643,0.677,0.897,1.574,16,3,59,11,41,188,0.218,1928,3.5436774469870524,2
4890,37,8,56,155,685,18,8,1,10,685,16,376,118,189,39,8,0.226,0.246,0.549,0.795,11,1,101,4,52,170,0.306,1004,3.5442832818294923,2
4990,57,11,27,100,400,54,11,2,17,400,104,260,101,139,20,10,0.25,0.338,0.65,0.988,2,11,95,4,190,110,1.727,756,3.527252239511868,2
4991,42,7,12,159,482,116,8,7,76,482,119,251,28,175,2,8,0.33,0.455,0.521,0.976,8,8,61,15,101,27,3.741,2948,3.5267829562148236,2
4992,42,13,8,116,714,106,40,11,28,714,135,208,37,5,31,9,0.162,0.267,0.291,0.558,5,5,63,1,85,216,0.394,157,3.5267572189156584,2
5102,55,16,7,101,624,93,17,3,112,624,108,209,9,36,41,4,0.162,0.269,0.335,0.604,11,7,78,9,119,122,0.975,2290,3.506287587817442,2
5101,60,18,16,246,266,16,2,8,42,266,66,390,36,163,23,9,0.925,0.903,1.466,2.369,28,12,94,0,46,195,0.236,129,3.5063671376842613,2
5100,28,3,59,151,732,28,39,8,106,732,149,362,7,67,44,3,0.206,0.233,0.495,0.728,29,11,90,14,110,134,0.821,3278,3.506474490735381,2
5099,48,3,58,117,292,2,14,10,112,292,117,345,78,140,40,2,0.401,0.391,1.182,1.573,13,3,109,25,6,21,0.286,470,3.5065193700314516,2
5098,26,12,13,163,413,102,9,11,149,413,29,252,49,175,40,6,0.395,0.504,0.61,1.114,18,5,51,8,149,154,0.968,1811,3.5068169217161795,2
5097,4,17,19,200,377,49,30,12,60,377,73,295,99,106,45,3,0.531,0.568,0.782,1.35,25,12,40,1,90,56,1.607,2253,3.5070590359414933,2
5096,12,8,40,218,369,58,39,14,96,369,100,366,24,155,39,7,0.591,0.626,0.992,1.618,24,11,60,14,25,130,0.192,820,3.5072590078010335,2
5095,33,1,52,204,269,106,14,9,1,269,22,395,53,1,47,4,0.758,0.807,1.468,2.275,4,3,86,6,134,5,26.8,652,3.507287013474446,2
5094,60,18,10,167,566,56,33,6,105,566,44,293,15,97,34,5,0.295,0.355,0.518,0.873,17,13,88,25,117,216,0.542,2499,3.5073471180672184,2
5093,43,8,16,193,470,94,8,12,23,470,13,300,91,173,39,5,0.411,0.498,0.638,1.136,5,15,67,1,78,158,0.494,369,3.507372245551555,2
5092,33,7,57,107,482,98,33,12,32,482,55,325,30,62,42,8,0.222,0.346,0.674,1.02,3,0,97,20,176,19,9.263,1354,3.507402064924456,2
5091,16,17,16,183,458,49,21,3,135,458,31,281,84,18,43,4,0.4,0.455,0.614,1.069,15,6,49,1,115,38,3.026,206,3.5075529595328967,2
